date,region,channel,category,revenue,cost,profit,units_sold,satisfaction_score,segment
2025-03-28,West,Wholesale,Office,52939,35998.52,16940.48,339,4.9,Consumer
2025-03-01,North,Online,Electronics,52940,35999.2,16940.8,340,3.5,Enterprise
2025-03-02,South,Retail,Home,52941,35999.88,16941.12,341,3.6,SMB
2025-03-03,East,Wholesale,Fashion,52942,36000.56,16941.44,342,3.7,Consumer
2025-03-04,West,Online,Office,52943,36001.24,16941.76,343,3.8,Enterprise
2025-03-05,North,Retail,Electronics,52944,36001.92,16942.08,344,3.9,SMB
2025-03-06,South,Wholesale,Home,52945,36002.6,16942.4,345,4.0,Consumer
2025-03-07,East,Online,Fashion,52946,36003.28,16942.72,346,4.1,Enterprise
2025-03-08,West,Retail,Office,52947,36003.96,16943.04,347,4.2,SMB
2025-03-09,North,Wholesale,Electronics,52948,36004.64,16943.36,348,4.3,Consumer
2025-03-10,South,Online,Home,52949,36005.32,16943.68,349,4.4,Enterprise
2025-03-11,East,Retail,Fashion,52950,36006.0,16944.0,350,4.5,SMB
2025-03-12,West,Wholesale,Office,52951,36006.68,16944.32,351,4.6,Consumer
2025-03-13,North,Online,Electronics,52952,36007.36,16944.64,352,4.7,Enterprise
2025-03-14,South,Retail,Home,52953,36008.04,16944.96,353,4.8,SMB
2025-03-15,East,Wholesale,Fashion,52954,36008.72,16945.28,354,4.9,Consumer
2025-03-16,West,Online,Office,52955,36009.4,16945.6,355,3.5,Enterprise
2025-03-17,North,Retail,Electronics,52956,36010.08,16945.92,356,3.6,SMB
2025-03-18,South,Wholesale,Home,52957,36010.76,16946.24,357,3.7,Consumer
2025-03-19,East,Online,Fashion,52958,36011.44,16946.56,358,3.8,Enterprise
2025-03-20,West,Retail,Office,52959,36012.12,16946.88,359,3.9,SMB
2025-03-21,North,Wholesale,Electronics,52960,36012.8,16947.2,360,4.0,Consumer
2025-03-22,South,Online,Home,52961,36013.48,16947.52,361,4.1,Enterprise
2025-03-23,East,Retail,Fashion,52962,36014.16,16947.84,362,4.2,SMB
2025-03-24,West,Wholesale,Office,52963,36014.84,16948.16,363,4.3,Consumer
2025-03-25,North,Online,Electronics,52964,36015.52,16948.48,364,4.4,Enterprise
2025-03-26,South,Retail,Home,52965,36016.2,16948.8,365,4.5,SMB
2025-03-27,East,Wholesale,Fashion,52966,36016.88,16949.12,366,4.6,Consumer
2025-03-28,West,Online,Office,52967,36017.56,16949.44,367,4.7,Enterprise
2025-03-01,North,Retail,Electronics,52968,36018.24,16949.76,368,4.8,SMB
2025-03-02,South,Wholesale,Home,52969,36018.92,16950.08,369,4.9,Consumer
2025-03-03,East,Online,Fashion,52970,36019.6,16950.4,370,3.5,Enterprise
2025-03-04,West,Retail,Office,52971,36020.28,16950.72,371,3.6,SMB
2025-03-05,North,Wholesale,Electronics,52972,36020.96,16951.04,372,3.7,Consumer
2025-03-06,South,Online,Home,52973,36021.64,16951.36,373,3.8,Enterprise
2025-03-07,East,Retail,Fashion,52974,36022.32,16951.68,374,3.9,SMB
2025-03-08,West,Wholesale,Office,52975,36023.0,16952.0,375,4.0,Consumer
2025-03-09,North,Online,Electronics,52976,36023.68,16952.32,376,4.1,Enterprise
2025-03-10,South,Retail,Home,52977,36024.36,16952.64,377,4.2,SMB
2025-03-11,East,Wholesale,Fashion,52978,36025.04,16952.96,378,4.3,Consumer
2025-03-12,West,Online,Office,52979,36025.72,16953.28,379,4.4,Enterprise
2025-03-13,North,Retail,Electronics,52980,36026.4,16953.6,380,4.5,SMB
2025-03-14,South,Wholesale,Home,52981,36027.08,16953.92,381,4.6,Consumer
2025-03-15,East,Online,Fashion,52982,36027.76,16954.24,382,4.7,Enterprise
2025-03-16,West,Retail,Office,52983,36028.44,16954.56,383,4.8,SMB
2025-03-17,North,Wholesale,Electronics,52984,36029.12,16954.88,384,4.9,Consumer
2025-03-18,South,Online,Home,52985,36029.8,16955.2,385,3.5,Enterprise
2025-03-19,East,Retail,Fashion,52986,36030.48,16955.52,386,3.6,SMB
2025-03-20,West,Wholesale,Office,52987,36031.16,16955.84,387,3.7,Consumer
2025-03-21,North,Online,Electronics,52988,36031.84,16956.16,388,3.8,Enterprise
2025-03-22,South,Retail,Home,52989,36032.52,16956.48,389,3.9,SMB
2025-03-23,East,Wholesale,Fashion,52990,36033.2,16956.8,390,4.0,Consumer
2025-03-24,West,Online,Office,52991,36033.88,16957.12,391,4.1,Enterprise
2025-03-25,North,Retail,Electronics,52992,36034.56,16957.44,392,4.2,SMB
2025-03-26,South,Wholesale,Home,52993,36035.24,16957.76,393,4.3,Consumer
2025-03-27,East,Online,Fashion,52994,36035.92,16958.08,394,4.4,Enterprise
2025-03-28,West,Retail,Office,52995,36036.6,16958.4,395,4.5,SMB
2025-03-01,North,Wholesale,Electronics,52996,36037.28,16958.72,396,4.6,Consumer
2025-03-02,South,Online,Home,52997,36037.96,16959.04,397,4.7,Enterprise
2025-03-03,East,Retail,Fashion,52998,36038.64,16959.36,398,4.8,SMB
2025-03-04,West,Wholesale,Office,52999,36039.32,16959.68,399,4.9,Consumer
2025-03-05,North,Online,Electronics,53000,36040.0,16960.0,400,3.5,Enterprise
2025-03-06,South,Retail,Home,53001,36040.68,16960.32,401,3.6,SMB
2025-03-07,East,Wholesale,Fashion,53002,36041.36,16960.64,402,3.7,Consumer
2025-03-08,West,Online,Office,53003,36042.04,16960.96,403,3.8,Enterprise
2025-03-09,North,Retail,Electronics,53004,36042.72,16961.28,404,3.9,SMB
2025-03-10,South,Wholesale,Home,53005,36043.4,16961.6,405,4.0,Consumer
2025-03-11,East,Online,Fashion,53006,36044.08,16961.92,406,4.1,Enterprise
2025-03-12,West,Retail,Office,53007,36044.76,16962.24,407,4.2,SMB
2025-03-13,North,Wholesale,Electronics,53008,36045.44,16962.56,408,4.3,Consumer
2025-03-14,South,Online,Home,53009,36046.12,16962.88,409,4.4,Enterprise
2025-03-15,East,Retail,Fashion,53010,36046.8,16963.2,410,4.5,SMB
2025-03-16,West,Wholesale,Office,53011,36047.48,16963.52,411,4.6,Consumer
2025-03-17,North,Online,Electronics,53012,36048.16,16963.84,412,4.7,Enterprise
2025-03-18,South,Retail,Home,53013,36048.84,16964.16,413,4.8,SMB
2025-03-19,East,Wholesale,Fashion,53014,36049.52,16964.48,414,4.9,Consumer
2025-03-20,West,Online,Office,53015,36050.2,16964.8,415,3.5,Enterprise
2025-03-21,North,Retail,Electronics,53016,36050.88,16965.12,416,3.6,SMB
2025-03-22,South,Wholesale,Home,53017,36051.56,16965.44,417,3.7,Consumer
2025-03-23,East,Online,Fashion,53018,36052.24,16965.76,418,3.8,Enterprise
2025-03-24,West,Retail,Office,53019,36052.92,16966.08,419,3.9,SMB
2025-03-25,North,Wholesale,Electronics,53020,36053.6,16966.4,420,4.0,Consumer
2025-03-26,South,Online,Home,53021,36054.28,16966.72,421,4.1,Enterprise
2025-03-27,East,Retail,Fashion,53022,36054.96,16967.04,422,4.2,SMB
2025-03-28,West,Wholesale,Office,53023,36055.64,16967.36,423,4.3,Consumer
2025-03-01,North,Online,Electronics,53024,36056.32,16967.68,424,4.4,Enterprise
2025-03-02,South,Retail,Home,53025,36057.0,16968.0,425,4.5,SMB
2025-03-03,East,Wholesale,Fashion,53026,36057.68,16968.32,426,4.6,Consumer
2025-03-04,West,Online,Office,53027,36058.36,16968.64,427,4.7,Enterprise
2025-03-05,North,Retail,Electronics,53028,36059.04,16968.96,428,4.8,SMB
2025-03-06,South,Wholesale,Home,53029,36059.72,16969.28,429,4.9,Consumer
2025-03-07,East,Online,Fashion,53030,36060.4,16969.6,430,3.5,Enterprise
2025-03-08,West,Retail,Office,53031,36061.08,16969.92,431,3.6,SMB
2025-03-09,North,Wholesale,Electronics,53032,36061.76,16970.24,432,3.7,Consumer
2025-03-10,South,Online,Home,53033,36062.44,16970.56,433,3.8,Enterprise
2025-03-11,East,Retail,Fashion,53034,36063.12,16970.88,434,3.9,SMB
2025-03-12,West,Wholesale,Office,53035,36063.8,16971.2,435,4.0,Consumer
2025-03-13,North,Online,Electronics,53036,36064.48,16971.52,436,4.1,Enterprise
2025-03-14,South,Retail,Home,53037,36065.16,16971.84,437,4.2,SMB
2025-03-15,East,Wholesale,Fashion,53038,36065.84,16972.16,438,4.3,Consumer
2025-03-16,West,Online,Office,53039,36066.52,16972.48,439,4.4,Enterprise
2025-03-17,North,Retail,Electronics,53040,36067.2,16972.8,440,4.5,SMB
2025-03-18,South,Wholesale,Home,53041,36067.88,16973.12,441,4.6,Consumer
2025-03-19,East,Online,Fashion,53042,36068.56,16973.44,442,4.7,Enterprise
2025-03-20,West,Retail,Office,53043,36069.24,16973.76,443,4.8,SMB
2025-03-21,North,Wholesale,Electronics,53044,36069.92,16974.08,444,4.9,Consumer
2025-03-22,South,Online,Home,53045,36070.6,16974.4,445,3.5,Enterprise
2025-03-23,East,Retail,Fashion,53046,36071.28,16974.72,446,3.6,SMB
2025-03-24,West,Wholesale,Office,53047,36071.96,16975.04,447,3.7,Consumer
2025-03-25,North,Online,Electronics,53048,36072.64,16975.36,448,3.8,Enterprise
2025-03-26,South,Retail,Home,53049,36073.32,16975.68,449,3.9,SMB
2025-03-27,East,Wholesale,Fashion,53050,36074.0,16976.0,450,4.0,Consumer
2025-03-28,West,Online,Office,53051,36074.68,16976.32,451,4.1,Enterprise
2025-03-01,North,Retail,Electronics,53052,36075.36,16976.64,452,4.2,SMB
2025-03-02,South,Wholesale,Home,53053,36076.04,16976.96,453,4.3,Consumer
2025-03-03,East,Online,Fashion,53054,36076.72,16977.28,454,4.4,Enterprise
2025-03-04,West,Retail,Office,53055,36077.4,16977.6,455,4.5,SMB
2025-03-05,North,Wholesale,Electronics,53056,36078.08,16977.92,456,4.6,Consumer
2025-03-06,South,Online,Home,53057,36078.76,16978.24,457,4.7,Enterprise
2025-03-07,East,Retail,Fashion,53058,36079.44,16978.56,458,4.8,SMB
2025-03-08,West,Wholesale,Office,53059,36080.12,16978.88,459,4.9,Consumer
2025-03-09,North,Online,Electronics,53060,36080.8,16979.2,460,3.5,Enterprise
2025-03-10,South,Retail,Home,53061,36081.48,16979.52,461,3.6,SMB
2025-03-11,East,Wholesale,Fashion,53062,36082.16,16979.84,462,3.7,Consumer
2025-03-12,West,Online,Office,53063,36082.84,16980.16,463,3.8,Enterprise
2025-03-13,North,Retail,Electronics,53064,36083.52,16980.48,464,3.9,SMB
2025-03-14,South,Wholesale,Home,53065,36084.2,16980.8,465,4.0,Consumer
2025-03-15,East,Online,Fashion,53066,36084.88,16981.12,466,4.1,Enterprise
2025-03-16,West,Retail,Office,53067,36085.56,16981.44,467,4.2,SMB
2025-03-17,North,Wholesale,Electronics,53068,36086.24,16981.76,468,4.3,Consumer
2025-03-18,South,Online,Home,53069,36086.92,16982.08,469,4.4,Enterprise
2025-03-19,East,Retail,Fashion,53070,36087.6,16982.4,470,4.5,SMB
2025-03-20,West,Wholesale,Office,53071,36088.28,16982.72,471,4.6,Consumer
2025-03-21,North,Online,Electronics,53072,36088.96,16983.04,472,4.7,Enterprise
2025-03-22,South,Retail,Home,53073,36089.64,16983.36,473,4.8,SMB
2025-03-23,East,Wholesale,Fashion,53074,36090.32,16983.68,474,4.9,Consumer
2025-03-24,West,Online,Office,53075,36091.0,16984.0,475,3.5,Enterprise
2025-03-25,North,Retail,Electronics,53076,36091.68,16984.32,476,3.6,SMB
2025-03-26,South,Wholesale,Home,53077,36092.36,16984.64,477,3.7,Consumer
2025-03-27,East,Online,Fashion,53078,36093.04,16984.96,478,3.8,Enterprise
2025-03-28,West,Retail,Office,53079,36093.72,16985.28,479,3.9,SMB
2025-03-01,North,Wholesale,Electronics,53080,36094.4,16985.6,480,4.0,Consumer
2025-03-02,South,Online,Home,53081,36095.08,16985.92,481,4.1,Enterprise
2025-03-03,East,Retail,Fashion,53082,36095.76,16986.24,482,4.2,SMB
2025-03-04,West,Wholesale,Office,53083,36096.44,16986.56,483,4.3,Consumer
2025-03-05,North,Online,Electronics,53084,36097.12,16986.88,484,4.4,Enterprise
2025-03-06,South,Retail,Home,53085,36097.8,16987.2,485,4.5,SMB
2025-03-07,East,Wholesale,Fashion,53086,36098.48,16987.52,486,4.6,Consumer
2025-03-08,West,Online,Office,53087,36099.16,16987.84,487,4.7,Enterprise
2025-03-09,North,Retail,Electronics,53088,36099.84,16988.16,488,4.8,SMB
2025-03-10,South,Wholesale,Home,53089,36100.52,16988.48,489,4.9,Consumer
2025-03-11,East,Online,Fashion,53090,36101.2,16988.8,490,3.5,Enterprise
2025-03-12,West,Retail,Office,53091,36101.88,16989.12,491,3.6,SMB
2025-03-13,North,Wholesale,Electronics,53092,36102.56,16989.44,492,3.7,Consumer
2025-03-14,South,Online,Home,53093,36103.24,16989.76,493,3.8,Enterprise
2025-03-15,East,Retail,Fashion,53094,36103.92,16990.08,494,3.9,SMB
2025-03-16,West,Wholesale,Office,53095,36104.6,16990.4,495,4.0,Consumer
2025-03-17,North,Online,Electronics,53096,36105.28,16990.72,496,4.1,Enterprise
2025-03-18,South,Retail,Home,53097,36105.96,16991.04,497,4.2,SMB
2025-03-19,East,Wholesale,Fashion,53098,36106.64,16991.36,498,4.3,Consumer
2025-03-20,West,Online,Office,53099,36107.32,16991.68,499,4.4,Enterprise
2025-03-21,North,Retail,Electronics,53100,36108.0,16992.0,500,4.5,SMB
2025-03-22,South,Wholesale,Home,53101,36108.68,16992.32,501,4.6,Consumer
2025-03-23,East,Online,Fashion,53102,36109.36,16992.64,502,4.7,Enterprise
2025-03-24,West,Retail,Office,53103,36110.04,16992.96,503,4.8,SMB
2025-03-25,North,Wholesale,Electronics,53104,36110.72,16993.28,504,4.9,Consumer
2025-03-26,South,Online,Home,53105,36111.4,16993.6,505,3.5,Enterprise
2025-03-27,East,Retail,Fashion,53106,36112.08,16993.92,506,3.6,SMB
2025-03-28,West,Wholesale,Office,53107,36112.76,16994.24,507,3.7,Consumer
2025-03-01,North,Online,Electronics,53108,36113.44,16994.56,508,3.8,Enterprise
2025-03-02,South,Retail,Home,53109,36114.12,16994.88,509,3.9,SMB
2025-03-03,East,Wholesale,Fashion,53110,36114.8,16995.2,510,4.0,Consumer
2025-03-04,West,Online,Office,53111,36115.48,16995.52,511,4.1,Enterprise
2025-03-05,North,Retail,Electronics,53112,36116.16,16995.84,512,4.2,SMB
2025-03-06,South,Wholesale,Home,53113,36116.84,16996.16,513,4.3,Consumer
2025-03-07,East,Online,Fashion,53114,36117.52,16996.48,514,4.4,Enterprise
2025-03-08,West,Retail,Office,53115,36118.2,16996.8,515,4.5,SMB
2025-03-09,North,Wholesale,Electronics,53116,36118.88,16997.12,516,4.6,Consumer
2025-03-10,South,Online,Home,53117,36119.56,16997.44,517,4.7,Enterprise
2025-03-11,East,Retail,Fashion,53118,36120.24,16997.76,518,4.8,SMB
2025-03-12,West,Wholesale,Office,53119,36120.92,16998.08,519,4.9,Consumer
2025-03-13,North,Online,Electronics,53120,36121.6,16998.4,520,3.5,Enterprise
2025-03-14,South,Retail,Home,53121,36122.28,16998.72,521,3.6,SMB
2025-03-15,East,Wholesale,Fashion,53122,36122.96,16999.04,522,3.7,Consumer
2025-03-16,West,Online,Office,53123,36123.64,16999.36,523,3.8,Enterprise
2025-03-17,North,Retail,Electronics,53124,36124.32,16999.68,524,3.9,SMB
2025-03-18,South,Wholesale,Home,53125,36125.0,17000.0,525,4.0,Consumer
2025-03-19,East,Online,Fashion,53126,36125.68,17000.32,526,4.1,Enterprise
2025-03-20,West,Retail,Office,53127,36126.36,17000.64,527,4.2,SMB
2025-03-21,North,Wholesale,Electronics,53128,36127.04,17000.96,528,4.3,Consumer
2025-03-22,South,Online,Home,53129,36127.72,17001.28,529,4.4,Enterprise
2025-03-23,East,Retail,Fashion,53130,36128.4,17001.6,530,4.5,SMB
2025-03-24,West,Wholesale,Office,53131,36129.08,17001.92,531,4.6,Consumer
2025-03-25,North,Online,Electronics,53132,36129.76,17002.24,532,4.7,Enterprise
2025-03-26,South,Retail,Home,53133,36130.44,17002.56,533,4.8,SMB
2025-03-27,East,Wholesale,Fashion,53134,36131.12,17002.88,534,4.9,Consumer
2025-03-28,West,Online,Office,53135,36131.8,17003.2,535,3.5,Enterprise
2025-03-01,North,Retail,Electronics,53136,36132.48,17003.52,536,3.6,SMB
2025-03-02,South,Wholesale,Home,53137,36133.16,17003.84,537,3.7,Consumer
2025-03-03,East,Online,Fashion,53138,36133.84,17004.16,538,3.8,Enterprise
2025-03-04,West,Retail,Office,53139,36134.52,17004.48,539,3.9,SMB
2025-03-05,North,Wholesale,Electronics,53140,36135.2,17004.8,540,4.0,Consumer
2025-03-06,South,Online,Home,53141,36135.88,17005.12,541,4.1,Enterprise
2025-03-07,East,Retail,Fashion,53142,36136.56,17005.44,542,4.2,SMB
2025-03-08,West,Wholesale,Office,53143,36137.24,17005.76,543,4.3,Consumer
2025-03-09,North,Online,Electronics,53144,36137.92,17006.08,544,4.4,Enterprise
2025-03-10,South,Retail,Home,53145,36138.6,17006.4,545,4.5,SMB
2025-03-11,East,Wholesale,Fashion,53146,36139.28,17006.72,546,4.6,Consumer
2025-03-12,West,Online,Office,53147,36139.96,17007.04,547,4.7,Enterprise
2025-03-13,North,Retail,Electronics,53148,36140.64,17007.36,548,4.8,SMB
2025-03-14,South,Wholesale,Home,53149,36141.32,17007.68,549,4.9,Consumer
2025-03-15,East,Online,Fashion,53150,36142.0,17008.0,550,3.5,Enterprise
2025-03-16,West,Retail,Office,53151,36142.68,17008.32,551,3.6,SMB
2025-03-17,North,Wholesale,Electronics,53152,36143.36,17008.64,552,3.7,Consumer
2025-03-18,South,Online,Home,53153,36144.04,17008.96,553,3.8,Enterprise
2025-03-19,East,Retail,Fashion,53154,36144.72,17009.28,554,3.9,SMB
2025-03-20,West,Wholesale,Office,53155,36145.4,17009.6,555,4.0,Consumer
2025-03-21,North,Online,Electronics,53156,36146.08,17009.92,556,4.1,Enterprise
2025-03-22,South,Retail,Home,53157,36146.76,17010.24,557,4.2,SMB
2025-03-23,East,Wholesale,Fashion,53158,36147.44,17010.56,558,4.3,Consumer
2025-03-24,West,Online,Office,53159,36148.12,17010.88,559,4.4,Enterprise
2025-03-25,North,Retail,Electronics,53160,36148.8,17011.2,560,4.5,SMB
2025-03-26,South,Wholesale,Home,53161,36149.48,17011.52,561,4.6,Consumer
2025-03-27,East,Online,Fashion,53162,36150.16,17011.84,562,4.7,Enterprise
2025-03-28,West,Retail,Office,53163,36150.84,17012.16,563,4.8,SMB
2025-03-01,North,Wholesale,Electronics,53164,36151.52,17012.48,564,4.9,Consumer
2025-03-02,South,Online,Home,53165,36152.2,17012.8,565,3.5,Enterprise
2025-03-03,East,Retail,Fashion,53166,36152.88,17013.12,566,3.6,SMB
2025-03-04,West,Wholesale,Office,53167,36153.56,17013.44,567,3.7,Consumer
2025-03-05,North,Online,Electronics,53168,36154.24,17013.76,568,3.8,Enterprise
2025-03-06,South,Retail,Home,53169,36154.92,17014.08,569,3.9,SMB
2025-03-07,East,Wholesale,Fashion,53170,36155.6,17014.4,570,4.0,Consumer
2025-03-08,West,Online,Office,53171,36156.28,17014.72,571,4.1,Enterprise
2025-03-09,North,Retail,Electronics,53172,36156.96,17015.04,572,4.2,SMB
2025-03-10,South,Wholesale,Home,53173,36157.64,17015.36,573,4.3,Consumer
2025-03-11,East,Online,Fashion,53174,36158.32,17015.68,574,4.4,Enterprise
2025-03-12,West,Retail,Office,53175,36159.0,17016.0,575,4.5,SMB
2025-03-13,North,Wholesale,Electronics,53176,36159.68,17016.32,576,4.6,Consumer
2025-03-14,South,Online,Home,53177,36160.36,17016.64,577,4.7,Enterprise
2025-03-15,East,Retail,Fashion,53178,36161.04,17016.96,578,4.8,SMB
2025-03-16,West,Wholesale,Office,53179,36161.72,17017.28,579,4.9,Consumer
2025-03-17,North,Online,Electronics,53180,36162.4,17017.6,580,3.5,Enterprise
2025-03-18,South,Retail,Home,53181,36163.08,17017.92,581,3.6,SMB
2025-03-19,East,Wholesale,Fashion,53182,36163.76,17018.24,582,3.7,Consumer
2025-03-20,West,Online,Office,53183,36164.44,17018.56,583,3.8,Enterprise
2025-03-21,North,Retail,Electronics,53184,36165.12,17018.88,584,3.9,SMB
2025-03-22,South,Wholesale,Home,53185,36165.8,17019.2,585,4.0,Consumer
2025-03-23,East,Online,Fashion,53186,36166.48,17019.52,586,4.1,Enterprise
2025-03-24,West,Retail,Office,53187,36167.16,17019.84,587,4.2,SMB
2025-03-25,North,Wholesale,Electronics,53188,36167.84,17020.16,588,4.3,Consumer
2025-03-26,South,Online,Home,53189,36168.52,17020.48,589,4.4,Enterprise
2025-03-27,East,Retail,Fashion,53190,36169.2,17020.8,590,4.5,SMB
2025-03-28,West,Wholesale,Office,53191,36169.88,17021.12,591,4.6,Consumer
2025-03-01,North,Online,Electronics,53192,36170.56,17021.44,592,4.7,Enterprise
2025-03-02,South,Retail,Home,53193,36171.24,17021.76,593,4.8,SMB
2025-03-03,East,Wholesale,Fashion,53194,36171.92,17022.08,594,4.9,Consumer
2025-03-04,West,Online,Office,53195,36172.6,17022.4,595,3.5,Enterprise
2025-03-05,North,Retail,Electronics,53196,36173.28,17022.72,596,3.6,SMB
2025-03-06,South,Wholesale,Home,53197,36173.96,17023.04,597,3.7,Consumer
2025-03-07,East,Online,Fashion,53198,36174.64,17023.36,598,3.8,Enterprise
2025-03-08,West,Retail,Office,53199,36175.32,17023.68,599,3.9,SMB
2025-03-09,North,Wholesale,Electronics,53200,36176.0,17024.0,600,4.0,Consumer
2025-03-10,South,Online,Home,53201,36176.68,17024.32,601,4.1,Enterprise
2025-03-11,East,Retail,Fashion,53202,36177.36,17024.64,602,4.2,SMB
2025-03-12,West,Wholesale,Office,53203,36178.04,17024.96,603,4.3,Consumer
2025-03-13,North,Online,Electronics,53204,36178.72,17025.28,604,4.4,Enterprise
2025-03-14,South,Retail,Home,53205,36179.4,17025.6,605,4.5,SMB
2025-03-15,East,Wholesale,Fashion,53206,36180.08,17025.92,606,4.6,Consumer
2025-03-16,West,Online,Office,53207,36180.76,17026.24,607,4.7,Enterprise
2025-03-17,North,Retail,Electronics,53208,36181.44,17026.56,608,4.8,SMB
2025-03-18,South,Wholesale,Home,53209,36182.12,17026.88,609,4.9,Consumer
2025-03-19,East,Online,Fashion,53210,36182.8,17027.2,610,3.5,Enterprise
2025-03-20,West,Retail,Office,53211,36183.48,17027.52,611,3.6,SMB
2025-03-21,North,Wholesale,Electronics,53212,36184.16,17027.84,612,3.7,Consumer
2025-03-22,South,Online,Home,53213,36184.84,17028.16,613,3.8,Enterprise
2025-03-23,East,Retail,Fashion,53214,36185.52,17028.48,614,3.9,SMB
2025-03-24,West,Wholesale,Office,53215,36186.2,17028.8,615,4.0,Consumer
2025-03-25,North,Online,Electronics,53216,36186.88,17029.12,616,4.1,Enterprise
2025-03-26,South,Retail,Home,53217,36187.56,17029.44,617,4.2,SMB
2025-03-27,East,Wholesale,Fashion,53218,36188.24,17029.76,618,4.3,Consumer
2025-03-28,West,Online,Office,53219,36188.92,17030.08,619,4.4,Enterprise
2025-03-01,North,Retail,Electronics,53220,36189.6,17030.4,620,4.5,SMB
2025-03-02,South,Wholesale,Home,53221,36190.28,17030.72,621,4.6,Consumer
2025-03-03,East,Online,Fashion,53222,36190.96,17031.04,622,4.7,Enterprise
2025-03-04,West,Retail,Office,53223,36191.64,17031.36,623,4.8,SMB
2025-03-05,North,Wholesale,Electronics,53224,36192.32,17031.68,624,4.9,Consumer
2025-03-06,South,Online,Home,53225,36193.0,17032.0,625,3.5,Enterprise
2025-03-07,East,Retail,Fashion,53226,36193.68,17032.32,626,3.6,SMB
2025-03-08,West,Wholesale,Office,53227,36194.36,17032.64,627,3.7,Consumer
2025-03-09,North,Online,Electronics,53228,36195.04,17032.96,628,3.8,Enterprise
2025-03-10,South,Retail,Home,53229,36195.72,17033.28,629,3.9,SMB
2025-03-11,East,Wholesale,Fashion,53230,36196.4,17033.6,630,4.0,Consumer
2025-03-12,West,Online,Office,53231,36197.08,17033.92,631,4.1,Enterprise
2025-03-13,North,Retail,Electronics,53232,36197.76,17034.24,632,4.2,SMB
2025-03-14,South,Wholesale,Home,53233,36198.44,17034.56,633,4.3,Consumer
2025-03-15,East,Online,Fashion,53234,36199.12,17034.88,634,4.4,Enterprise
2025-03-16,West,Retail,Office,53235,36199.8,17035.2,635,4.5,SMB
2025-03-17,North,Wholesale,Electronics,53236,36200.48,17035.52,636,4.6,Consumer
2025-03-18,South,Online,Home,53237,36201.16,17035.84,637,4.7,Enterprise
2025-03-19,East,Retail,Fashion,53238,36201.84,17036.16,638,4.8,SMB
2025-03-20,West,Wholesale,Office,53239,36202.52,17036.48,639,4.9,Consumer
2025-03-21,North,Online,Electronics,53240,36203.2,17036.8,640,3.5,Enterprise
2025-03-22,South,Retail,Home,53241,36203.88,17037.12,641,3.6,SMB
2025-03-23,East,Wholesale,Fashion,53242,36204.56,17037.44,642,3.7,Consumer
2025-03-24,West,Online,Office,53243,36205.24,17037.76,643,3.8,Enterprise
2025-03-25,North,Retail,Electronics,53244,36205.92,17038.08,644,3.9,SMB
2025-03-26,South,Wholesale,Home,53245,36206.6,17038.4,645,4.0,Consumer
2025-03-27,East,Online,Fashion,53246,36207.28,17038.72,646,4.1,Enterprise
2025-03-28,West,Retail,Office,53247,36207.96,17039.04,647,4.2,SMB
2025-03-01,North,Wholesale,Electronics,53248,36208.64,17039.36,648,4.3,Consumer
2025-03-02,South,Online,Home,53249,36209.32,17039.68,649,4.4,Enterprise
2025-03-03,East,Retail,Fashion,53250,36210.0,17040.0,650,4.5,SMB
2025-03-04,West,Wholesale,Office,53251,36210.68,17040.32,651,4.6,Consumer
2025-03-05,North,Online,Electronics,53252,36211.36,17040.64,652,4.7,Enterprise
2025-03-06,South,Retail,Home,53253,36212.04,17040.96,653,4.8,SMB
2025-03-07,East,Wholesale,Fashion,53254,36212.72,17041.28,654,4.9,Consumer
2025-03-08,West,Online,Office,53255,36213.4,17041.6,655,3.5,Enterprise
2025-03-09,North,Retail,Electronics,53256,36214.08,17041.92,656,3.6,SMB
2025-03-10,South,Wholesale,Home,53257,36214.76,17042.24,657,3.7,Consumer
2025-03-11,East,Online,Fashion,53258,36215.44,17042.56,658,3.8,Enterprise
2025-03-12,West,Retail,Office,53259,36216.12,17042.88,659,3.9,SMB
2025-03-13,North,Wholesale,Electronics,53260,36216.8,17043.2,660,4.0,Consumer
2025-03-14,South,Online,Home,53261,36217.48,17043.52,661,4.1,Enterprise
2025-03-15,East,Retail,Fashion,53262,36218.16,17043.84,662,4.2,SMB
2025-03-16,West,Wholesale,Office,53263,36218.84,17044.16,663,4.3,Consumer
2025-03-17,North,Online,Electronics,53264,36219.52,17044.48,664,4.4,Enterprise
2025-03-18,South,Retail,Home,53265,36220.2,17044.8,665,4.5,SMB
2025-03-19,East,Wholesale,Fashion,53266,36220.88,17045.12,666,4.6,Consumer
2025-03-20,West,Online,Office,53267,36221.56,17045.44,667,4.7,Enterprise
2025-03-21,North,Retail,Electronics,53268,36222.24,17045.76,668,4.8,SMB
2025-03-22,South,Wholesale,Home,53269,36222.92,17046.08,669,4.9,Consumer
2025-03-23,East,Online,Fashion,53270,36223.6,17046.4,670,3.5,Enterprise
2025-03-24,West,Retail,Office,53271,36224.28,17046.72,671,3.6,SMB
2025-03-25,North,Wholesale,Electronics,53272,36224.96,17047.04,672,3.7,Consumer
2025-03-26,South,Online,Home,53273,36225.64,17047.36,673,3.8,Enterprise
2025-03-27,East,Retail,Fashion,53274,36226.32,17047.68,674,3.9,SMB
2025-03-28,West,Wholesale,Office,53275,36227.0,17048.0,675,4.0,Consumer
